Make,Model,Year,KM's driven,Price,Fuel,Registration city,Car documents,Assembly,Transmission,Condition,Seller Location
Suzuki,Bolan,2006,100000,495000,Petrol,Karachi,Original,Imported,Manual,Used,"Sihala, Islamabad"
Suzuki,Alto,2021,37000,2500000,Petrol,Karachi,Original,Local,Automatic,Used,"Shahi Road, Rahimyar Khan"
Honda,City IVTEC,2018,145000,3375000,Petrol,Lahore,Original,Local,Manual,Used,"SA Garden, Lahore"
Suzuki,Mehran VXR,2007,20000,650000,Petrol,Rawalpindi,Original,Local,Manual,Used,"Murree Road, Islamabad"
Honda,City IVTEC,2008,166000,2300000,Petrol,Lahore,Original,Local,Automatic,Used,"PGECHS Phase 2, Lahore"
Daihatsu,Terios Kid,2007,97000,1700000,Petrol,Sindh,Original,Imported,Manual,Used,"Muzzaffarabad City, Muzaffarabad"
Suzuki,Swift,2016,140000,2049000,Petrol,Lahore,Original,Local,Manual,Used,"GT Road, Sahiwal"
Honda,City IVTEC,2016,84000,2720000,Petrol,Karachi,Original,Local,Manual,Used,"Tariq Bin Ziyad Housing Society, Karachi"
Daihatsu,Move,2013,112000,2200000,Petrol,Lahore,Original,Imported,Automatic,Used,"Model Town Coop Housing Society, Sialkot"
Toyota,Corrolla Altis,2004,178000,1690000,Petrol,Lahore,Original,Local,Manual,Used,"G-11, Islamabad"
Changan,Karvaan,2022,1500,2790000,Petrol,Karachi,Original,Local,Manual,Used,"Naya Nazimabad, Karachi"
Daihatsu,Mira,2020,13600,3700000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Civil Lines, Karachi"
Hyundai,Santro,2005,165000,1025000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Bahria Town Rawalpindi, Rawalpindi"
Toyota,Corolla GLI,2011,145000,2200000,Petrol,Lahore,Original,Local,Manual,Used,"Millat Chowk, Faisalabad"
Toyota,Corrolla Altis,2016,80800,4500000,Petrol,Lahore,Original,Local,Automatic,Used,"DHA Defence, Lahore"
Honda,City IVTEC,2018,77500,3150000,Petrol,Islamabad,Original,Local,Manual,Used,"Valencia Town, Lahore"
Suzuki,Mehran VXR,2017,49000,1170000,Petrol,Lahore,Original,Local,Manual,Used,"Rizwan Garden Scheme, Lahore"
Changan,Karvaan,2021,21000,2350000,Petrol,Karachi,Original,Local,Manual,Used,"Korangi, Karachi"
Suzuki,Wagon R,2020,37000,2690000,Petrol,Unregistered,Original,Imported,Manual,Used,"F-8, Islamabad"
Suzuki,Alto,2021,19465,2730000,Petrol,Karachi,Original,Local,Automatic,Used,"Guru Mandir Chorangi, Karachi"
Daihatsu,Hijet,2011,335350,980000,Petrol,Lahore,Original,Imported,Manual,Used,"Adnan Garden, Kamoke"
Toyota,Yaris,2021,31000,3950000,Petrol,Lahore,Original,Local,Automatic,Used,"DHA 11 Rahbar, Lahore"
Daihatsu,Mira,2011,45000,2200000,Petrol,Karachi,Original,Imported,Automatic,Used,"Scheme 33, Karachi"
Suzuki,Alto,2005,300000,630000,Petrol,Karachi,Original,Local,Manual,Used,"Stadium Road, Karachi"
Daihatsu,Hijet,2016,100000,1180000,Petrol,Lahore,Original,Imported,Automatic,Used,"Chungi Amar Sadhu, Lahore"
Daihatsu,Mira,2019,82000,2350000,Petrol,Karachi,Original,Imported,Automatic,Used,"Nazimabad 1, Karachi"
Changan,Alsvin,2022,7500,4025000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulistan-e-Jauhar Block 7, Karachi"
Daihatsu,Cuore,2011,220000,915000,Petrol,Sindh,Original,Local,Manual,Used,"Ink City, Hyderabad"
Suzuki,Wagon R,2018,105000,2140000,Petrol,Lahore,Original,Local,Manual,Used,"State Life Housing Phase 1, Lahore"
Suzuki,Baleno,2002,65000,985000,Petrol,Lahore,Original,Local,Manual,Used,"GT Road, Islamabad"
Mitsubishi,Ek Wagon,2013,100000,1900000,Petrol,Lahore,Original,Imported,Automatic,Used,"Airport Housing Society, Rawalpindi"
Suzuki,Bolan,2010,75986,840000,Petrol,Jhelum,Original,Local,Manual,Used,"Cantt, Jhelum"
Suzuki,Swift,2010,118000,1670000,Petrol,Karachi,Original,Imported,Manual,Used,"DHA Defence, Karachi"
Daihatsu,Cuore,2007,150000,850000,Petrol,Lahore,Original,Imported,Manual,Used,"Marghuz, Swabi"
Toyota,Corolla GLI,2017,90000,3750000,Petrol,Islamabad,Original,Local,Manual,Used,"Sector F-1, Mirpur"
Suzuki,Wagon R,2017,197000,1950000,Petrol,Karachi,Original,Local,Manual,Used,"Karakoram Highway, Mansehra"
Mitsubishi,Lancer,2003,114000,1425000,Petrol,Lahore,Original,Imported,Manual,Used,"G-10, Islamabad"
KIA,Classic,2001,40000,450000,Petrol,Faisalabad,Original,Local,Manual,Used,"Sargodha Road, Faisalabad"
Mitsubishi,Lancer,2006,186000,1000000,Petrol,Sindh,Original,Imported,Manual,Used,"Takhbai Road, Mardan"
Daihatsu,Mira,2008,65000,1600000,Petrol,Lahore,Original,Imported,Automatic,Used,"Model Town, Lahore"
Suzuki,Alto,2011,140000,1200000,Petrol,Lahore,Original,Local,Manual,Used,"Faiz Town, Multan"
Toyota,Passo,2021,86000,3450000,Petrol,Hyderabad,Original,Imported,Automatic,Used,"Hyderabad, Sindh"
Toyota,Yaris,2020,42000,4150000,Petrol,Karachi,Original,Local,Automatic,Used,"Mehmoodabad, Karachi"
Daihatsu,Cuore,2004,260000,650000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Fatehpur, Layyah"
Honda,City Aspire,2016,72000,3200000,Petrol,Lahore,Original,Imported,Manual,Used,"Sabzazar, Lahore"
Daihatsu,Cuore,2008,248000,990000,Petrol,Karachi,Original,Imported,Manual,Used,"Shah Faiz Colony, Burewala"
Suzuki,Mehran VXR,2004,123123,495000,Petrol,Sindh,Original,Local,Manual,Used,"Kot Samaba, Rahimyar Khan"
Honda,Civic Oriel,2000,100000,1060000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town Phase 1, Lahore"
Suzuki,Wagon R,2017,75548,2150000,Petrol,Lahore,Original,Local,Manual,Used,"Baghbanpura, Lahore"
Changan,Karvaan,2021,81000,2170000,Petrol,Punjab,Original,Local,Manual,Used,"Allama Iqbal Town, Lahore"
Toyota,Altis Grande,2016,109000,4450000,Petrol,Lahore,Original,Local,Automatic,Used,"BOR Board of Revenue Housing Society, Lahore"
Suzuki,Alto,2014,3000,930000,Petrol,Islamabad,Original,Imported,Manual,Used,"Ring Road, Peshawar"
Suzuki,Bolan,2017,53000,1325000,Petrol,Multan,Original,Local,Manual,Used,"Bahawalpur, Punjab"
Toyota,Yaris,2007,195000,2250000,Petrol,Lahore,Original,Imported,Automatic,Used,"Cantt, Peshawar"
Changan,Alsvin,2022,35000,4300000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8 Markaz, Islamabad"
Toyota,Passo,2010,82000,1975000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar Block 2, Karachi"
Suzuki,Alto,2010,65000,1625000,Petrol,Karachi,Original,Local,Manual,Used,"Chakwal Bypass, Chakwal"
Daihatsu,Mira,2014,66692,2170000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Nazimabad, Karachi"
Daihatsu,Cuore,2010,85000,1250000,Petrol,Lahore,Original,Imported,Manual,Used,"Gulberg Greens, Islamabad"
Honda,City IVTEC,2012,196000,2200000,Petrol,Islamabad,Original,Local,Manual,Used,"Burewala Vehari Road, Burewala"
Daihatsu,Move,2011,95000,1675000,Petrol,Lahore,Original,Imported,Automatic,Used,"Model Town, Lahore"
Suzuki,Swift,2023,6500,4950000,Petrol,Unregistered,Original,Local,Automatic,Used,"Canal View, Lahore"
Honda,City Aspire,2018,52000,3600000,Petrol,Islamabad,Original,Local,Manual,Used,"DHA Defence Phase 1, Islamabad"
Suzuki,Mehran VXR,2019,40000,1370000,Petrol,Karachi,Original,Local,Manual,Used,"Mirpur Khas, Sindh"
Suzuki,Alto,2021,71000,2800000,Petrol,Lahore,Original,Local,Automatic,Used,"Misri Shah, Lahore"
Suzuki,Mehran VXR,2006,100000,600000,Petrol,Multan,Original,Local,Manual,Used,"Naqshband Colony, Multan"
Honda,City IVTEC,2018,81000,3050000,Petrol,Islamabad,Original,Local,Manual,Used,"DC Road, Gujranwala"
Daihatsu,Mira,2006,150000,1125000,Petrol,Karachi,Original,Imported,Automatic,Used,"Bahria Town, Lahore"
Suzuki,Baleno,2001,123456,895000,Petrol,Islamabad,Original,Imported,Manual,Used,"Khanna Road, Rawalpindi"
Mitsubishi,Ek Wagon,2023,6000,3330000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Sialkot, Punjab"
Mitsubishi,Lancer,2007,98000,1370000,Petrol,Karachi,Original,Imported,Automatic,Used,"Allama Iqbal Town, Lahore"
Toyota,Corolla GLI,2009,150000,1950000,Petrol,Lahore,Original,Local,Manual,Used,"Block 28, Dera Ghazi Khan"
Suzuki,Mehran VXR,2013,72000,1030000,Petrol,Multan,Original,Local,Manual,Used,"Chungi No 1, Multan"
Toyota,Corolla GLI,2010,140000,1900000,Petrol,Karachi,Original,Local,Manual,Used,"Khaizi, Quetta"
Hyundai,Santro,2005,220324,900000,Petrol,Karachi,Original,Imported,Manual,Used,"Chichawatni Burewala Road, Chichawatni"
Suzuki,Bolan,2012,40000,700000,Petrol,Khanewal,Original,Imported,Manual,Used,"Bahawalpur Bypass, Bahawalpur"
Suzuki,Alto,2022,40000,2500000,Petrol,Lahore,Original,Local,Manual,Used,"Gulberg 3, Lahore"
Suzuki,Swift,2022,3100,4750000,Petrol,Punjab,Original,Local,Automatic,Used,"Askari 10, Rawalpindi"
Suzuki,Bolan,2007,185000,765000,Petrol,Lahore,Original,Imported,Manual,Used,"New Satellite Town, Sargodha"
Honda,Civic Oriel,2005,12345,1600000,Petrol,Lahore,Original,Local,Manual,Used,"Bhara kahu, Islamabad"
Suzuki,Cultus VXR,2010,78000,1170000,Petrol,Lahore,Original,Imported,Manual,Used,"Nest City, Wah"
Toyota,Corolla GLI,2017,85000,3950000,Petrol,Lahore,Original,Local,Manual,Used,"Chungi No. 5, Kabirwala"
Toyota,Yaris,2020,28000,4550000,Petrol,Islamabad,Original,Local,Automatic,Used,"G-10, Islamabad"
Toyota,Corolla XLI,2011,19300,3550000,Petrol,Lahore,Original,Local,Manual,Used,"DHA Phase 3, Lahore"
Honda,City Aspire,2016,94000,2850000,Petrol,Sindh,Original,Local,Manual,Used,"Karachi Administration Employees Society, Karachi"
Honda,City Aspire,2017,80000,2900000,Petrol,Lahore,Original,Local,Manual,Used,"Faisalabad, Punjab"
Suzuki,Bolan,2012,18375,1100000,Petrol,Punjab,Original,Local,Manual,Used,"Jhang Bahtar, Wah"
Honda,City Vario,2007,120000,1700000,Petrol,Karachi,Original,Local,Automatic,Used,"Others, Sadiqabad"
Honda,City IVTEC,2015,107000,2600000,Petrol,Lahore,Original,Local,Manual,Used,"Mauripur Road, Karachi"
Toyota,Corolla GLI,2015,163600,2850000,Petrol,Karachi,Original,Local,Manual,Used,"North Gulgasht, Multan"
Suzuki,Mehran VXR,2010,150000,735000,CNG,Karachi,Original,Local,Manual,Used,"Quetta, Balochistan"
Honda,City IVTEC,2017,94000,5000000,Petrol,Punjab,Original,Local,Automatic,Used,"Gohadpur, Sialkot"
Daihatsu,Cuore,2012,123000,1000000,Petrol,Karachi,Original,Local,Automatic,Used,"Gulshan-e-Iqbal Town, Karachi"
Honda,City IVTEC,2013,107000,2300000,Petrol,Karachi,Original,Local,Manual,Used,"Sakhi Hasan, Karachi"
Suzuki,Cultus VXR,2009,1700,1025000,Petrol,Larkana,Original,Imported,Manual,Used,"Village Dodai, Larkana"
Suzuki,Alto,2021,70000,2195000,Petrol,Punjab,Original,Local,Manual,Used,"Mustafabad Colony, Lahore"
Suzuki,Wagon R,2014,123000,1690000,Petrol,Karachi,Original,Local,Manual,Used,"Ali Town, Hasilpur"
Mitsubishi,Pajero Mini,2012,134000,2100000,Petrol,Lahore,Original,Imported,Automatic,Used,"Islamabad Expressway, Islamabad"
Chevrolet,Joy,2006,141500,888000,Petrol,Lahore,Original,Imported,Manual,Used,"Rana Town, Lahore"
Toyota,Corolla GLI,2015,95000,3120000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Daihatsu,Mira,2021,75000,3300000,Petrol,Karachi,Original,Imported,Automatic,Used,"Latifabad Unit 9, Hyderabad"
Daihatsu,Move,2017,86000,3000000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Saddar, Peshawar"
Suzuki,Alto,2003,88000,685000,Petrol,Karachi,Original,Imported,Manual,Used,"Wapda Town, Lahore"
Daihatsu,Cuore,2006,50000,750000,Petrol,Lahore,Original,Local,Manual,Used,"Green Town, Lahore"
Honda,Civic Oriel,2017,96000,3150000,Petrol,Islamabad,Original,Imported,Automatic,Used,"New Muslim Town, Lahore"
Suzuki,Cultus VXR,2010,145000,1396000,Petrol,Islamabad,Original,Local,Manual,Used,"Wah Cantt, Wah"
Suzuki,Cultus VXR,2009,51050,1050000,Petrol,Lahore,Original,Local,Manual,Used,"Johar Town, Lahore"
Suzuki,Alto,2012,62000,1250000,Petrol,Lahore,Original,Local,Manual,Used,"Airline Avenue, Islamabad"
Suzuki,Swift,2012,97000,2200000,Petrol,Karachi,Original,Local,Automatic,Used,"DHA Phase 5, Karachi"
Daihatsu,Mira,2012,120000,1400000,Petrol,Lahore,Original,Imported,Manual,Used,"China Scheme - Block C1, Lahore"
Suzuki,Alto,2022,10000,2450000,Petrol,Islamabad,Original,Local,Manual,Used,"Afshan Colony, Rawalpindi"
Suzuki,Alto,2020,10000,3300000,Petrol,Unregistered,Original,Imported,Automatic,Used,"DHA Phase 2, Karachi"
Suzuki,Mehran VXR,2018,66016,1500000,Petrol,Punjab,Original,Local,Manual,Used,"Lahore Medical Housing Society, Lahore"
Daihatsu,Cuore,2004,150000,650000,Petrol,Lahore,Original,Imported,Manual,Used,"Fane Road, Lahore"
Mitsubishi,Lancer,2005,174200,1150000,Petrol,Lahore,Original,Local,Manual,Used,"Gulberg, Faisalabad"
Mercedes,E Class,2004,150000,3790000,Petrol,Sindh,Original,Imported,Automatic,Used,"D-12, Islamabad"
Toyota,Corrolla Altis,2017,47000,4275000,Petrol,Karachi,Original,Local,Automatic,Used,"Khalid Bin Walid Road, Karachi"
FAW,V2,2018,56000,1500000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar Block 16, Karachi"
Suzuki,Alto,2007,150000,545000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
Mitsubishi,Ek Wagon,2015,54800,2000000,Petrol,Lahore,Original,Imported,Automatic,Used,"Behar Colony, Karachi"
Suzuki,Bolan,2019,100000,1300000,Petrol,Karachi,Original,Local,Manual,Used,"Abul Hassan Isphani Road, Karachi"
Suzuki,Mehran VXR,2005,56026,640000,Petrol,Lahore,Original,Imported,Manual,Used,"Pasrur Road, Sialkot"
Suzuki,Wagon R,2016,71000,2100000,Petrol,Lahore,Original,Local,Manual,Used,"Allama Iqbal Town - Huma Block, Lahore"
Daihatsu,Cuore,2008,123456,925000,Petrol,Faisalabad,Original,Imported,Manual,Used,"Ladhar 116, Sangla Hill"
KIA,Picanto,2020,91000,2850000,Petrol,Karachi,Original,Imported,Automatic,Used,"GT Road, Lahore"
Mitsubishi,Ek Wagon,2007,120000,1625000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Peshawar Road, Rawalpindi"
Suzuki,Mehran VXR,2018,25000,1350000,Petrol,Lahore,Original,Local,Manual,Used,"Sham Kot, Khanewal"
Hyundai,Santro,2006,80000,875000,Petrol,Sialkot,Original,Local,Manual,Used,"Azam Block, Sialkot"
Toyota,Corolla GLI,2010,123456,2100000,Petrol,Sindh,Original,Local,Automatic,Used,"Khanewal Road, Multan"
Changan,Karvaan,2020,46000,1970000,Petrol,Karachi,Original,Imported,Manual,Used,"Others, Karachi"
Suzuki,Bolan,2018,100000,1350000,Petrol,Lahore,Original,Local,Manual,Used,"Chairman Colony, Wah"
Suzuki,Wagon R,2019,80000,1975000,Petrol,Islamabad,Original,Local,Manual,Used,"Shadbagh, Lahore"
Honda,City Aspire,2014,135000,2800000,Petrol,Islamabad,Original,Local,Manual,Used,"Samanabad, Faisalabad"
Suzuki,Wagon R,2017,75000,2250000,Petrol,Lahore,Original,Local,Manual,Used,"Phalia Mandi Bahauddin Road, Mandi Bahauddin"
Suzuki,Bolan,2017,67500,1235000,Petrol,Lahore,Original,Imported,Manual,Used,"Kotli Loharan, Sialkot"
Suzuki,Swift,2012,126301,2390000,Petrol,Islamabad,Original,Local,Automatic,Used,"G-8, Islamabad"
Suzuki,Cultus VXR,2014,74000,1325000,Petrol,Karachi,Original,Local,Manual,Used,"Gulistan-e-Jauhar, Karachi"
Suzuki,Bolan,2000,44500,595000,Petrol,Lahore,Original,Local,Manual,Used,"Kacha Ferozepur Road, Lahore"
Honda,City Vario,2004,210000,1470000,Petrol,Sindh,Original,Imported,Automatic,Used,"China Scheme, Lahore"
Suzuki,Mehran VXR,2018,54000,1380000,Petrol,Lahore,Original,Local,Manual,Used,"Others, Sargodha"
Toyota,Corolla GLI,2017,76900,4100000,Petrol,Islamabad,Original,Local,Automatic,Used,"TIP Housing Society, Haripur"
Suzuki,Bolan,2012,85000,550000,Petrol,Faisalabad,Original,Local,Manual,Used,"Faisalabad, Punjab"
Mercedes,C Class,2008,165000,4699000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Abbottabad Road, Abbottabad"
Suzuki,Cultus VXR,2014,22000,1550000,Petrol,Multan,Original,Local,Manual,Used,"Board Road, Dera Ghazi Khan"
Daihatsu,Move,2013,94000,2000000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulshan-e-Iqbal, Karachi"
Suzuki,Bolan,2018,120000,1400000,Petrol,Islamabad,Original,Local,Manual,Used,"Others, Sargodha"
Changan,Alsvin,2021,34500,3800000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Agrics Town, Lahore"
Honda,City IVTEC,2009,168000,2150000,Petrol,Lahore,Original,Local,Manual,Used,"Sahiwal, Punjab"
Suzuki,Alto,2005,109940,618000,Petrol,Karachi,Original,Local,Manual,Used,"Guru Mandir Chorangi, Karachi"
Daihatsu,Mira,2016,58000,2800000,Petrol,Karachi,Original,Imported,Automatic,Used,"Defence View Phase 2, Karachi"
Toyota,Corolla XLI,2009,175000,2400000,Petrol,Lahore,Original,Imported,Manual,Used,"Mangla Cantt, Mangla"
Toyota,Corolla XLI,2009,60000,2000000,Petrol,Lahore,Original,Imported,Manual,Used,"Faqir Wali, Bahawalnagar"
Honda,City Aspire,2021,55200,4100000,Petrol,Islamabad,Original,Local,Automatic,Used,"F-5, Islamabad"
Honda,City Aspire,2021,40000,4650000,Petrol,Islamabad,Original,Local,Automatic,Used,"Mansehra International College Road, Mansehra"
Toyota,Passo,2014,1234,2640000,Petrol,Islamabad,Original,Imported,Automatic,Used,"I-8, Islamabad"
Daihatsu,Cuore,2004,130000,950000,Petrol,Lahore,Original,Local,Manual,Used,"Sukh Chayn Gardens, Lahore"
Suzuki,Baleno,2002,125000,670000,Petrol,Lahore,Original,Local,Manual,Used,"Gulshan-e-Ravi, Lahore"
Suzuki,Cultus VXR,2012,44814,1250000,Petrol,Karachi,Original,Local,Manual,Used,"North Karachi - Sector 11L, Karachi"
Toyota,Passo,2010,160000,2750000,Petrol,Unregistered,Original,Imported,Automatic,Used,"Lodhi Colony, Multan"
Suzuki,Every,2018,43000,2759000,Petrol,Unregistered,Original,Imported,Manual,Used,"Baghbanpura, Lahore"
Daihatsu,Terios Kid,2002,57000,1340000,Petrol,Karachi,Original,Imported,Automatic,Used,"Gulistan-e-Jauhar - Block 16-A, Karachi"
Honda,City IDSI,2011,129000,2500000,Petrol,Karachi,Original,Local,Manual,Used,"New Multan, Multan"
FAW,V2,2019,30500,1850000,Petrol,Lahore,Original,Local,Manual,Used,"Susan Road, Faisalabad"
Toyota,Corrolla Altis,2005,200000,2150000,Petrol,Lahore,Original,Local,Automatic,Used,"Valencia Town, Lahore"
Honda,Civic Prosmetic,2003,150000,1300000,Petrol,Sindh,Original,Local,Automatic,Used,"Khanewal Road, Multan"
KIA,Picanto,2023,8400,3465000,Petrol,Sindh,Original,Local,Automatic,Used,"Federal B Area, Karachi"
Hyundai,Santro,2007,75000,950000,Petrol,Lahore,Original,Imported,Manual,Used,"Jhang Road, Faisalabad"
Toyota,Corolla XLI,2011,42000,2100000,Petrol,Lahore,Original,Local,Manual,Used,"Kotla Mohsin Khan, Peshawar"
KIA,Classic,2001,200000,550000,Petrol,Sahiwal,Original,Imported,Manual,Used,"Rahwali Cantt, Gujranwala"
Honda,Civic Oriel,2005,200000,1400000,Petrol,Sindh,Original,Local,Manual,Used,"Sadiqabad Bypass, Sadiqabad"
Suzuki,Bolan,2015,60000,830000,Petrol,Lahore,Original,Imported,Manual,Used,"Hamza Town Phase 2, Lahore"
Honda,City IVTEC,2018,70000,3450000,Petrol,Lahore,Original,Local,Manual,Used,"Ahsan Colony, Multan"
Mitsubishi,Pajero Mini,2000,80000,850000,Petrol,Sindh,Original,Imported,Manual,Used,"Saroba Gardens Housing Society, Lahore"
Changan,Karvaan,2020,37400,2290000,Petrol,Lahore,Original,Local,Manual,Used,"Sheikhupura Fort Road, Sheikhüpura"
Suzuki,Bolan,2007,403588,710000,CNG,Karachi,Original,Local,Manual,Used,"Jinnahabad, Abbottabad"
Suzuki,Cultus VXR,2007,75000,750000,Petrol,Lahore,Original,Local,Manual,Used,"Dholanwal, Lahore"
Toyota,Corolla GLI,2014,110000,2400000,Petrol,Karachi,Original,Local,Manual,Used,"Abul Hassan Isphani Road, Karachi"
Suzuki,Cultus VXR,2014,90000,1435000,Petrol,Islamabad,Original,Local,Manual,Used,"Ghauri Town, Islamabad"
Daihatsu,Cuore,2004,100000,565000,Petrol,Karachi,Original,Imported,Manual,Used,"Gulistan-e-Jauhar Block 14, Karachi"
Toyota,Altis Grande,2015,90000,4100000,Petrol,Karachi,Original,Local,Automatic,Used,"Model Town Coop Housing Society, Sialkot"
Toyota,Passo,2007,160000,1900000,Petrol,Lahore,Original,Imported,Automatic,Used,"Johar Town, Lahore"
KIA,Spectra,2001,10000,700000,Petrol,Sindh,Original,Local,Manual,Used,"Shahra-e-Faisal, Karachi"
Suzuki,Mehran VXR,2005,14672,700000,Petrol,Lahore,Original,Imported,Manual,Used,"Adiala Road, Rawalpindi"
Daihatsu,Move,2015,105000,2045000,Petrol,Lahore,Original,Imported,Automatic,Used,"College Road, Daska"
Daihatsu,Cuore,2007,89999,920000,Petrol,Karachi,Original,Local,Manual,Used,"Qila Didar Singh, Gujranwala"
Daihatsu,Hijet,2014,116000,1625000,Petrol,Karachi,Original,Imported,Automatic,Used,"Shadman, Karachi"
Suzuki,Swift,2016,60000,1880000,Petrol,Lahore,Original,Local,Manual,Used,"New Super Town, Lahore"
Honda,City IVTEC,2012,129000,2750000,Petrol,Lahore,Original,Local,Automatic,Used,"Pak Arab Housing Society, Lahore"
Daihatsu,Move,2013,85000,1850000,Petrol,Lahore,Original,Imported,Automatic,Used,"Zafarwal Road, Narowal"
Suzuki,Swift,2022,12500,4490000,Petrol,Islamabad,Original,Local,Automatic,Used,"Chaklala, Rawalpindi"
Daihatsu,Cuore,2009,125000,1060000,Petrol,Karachi,Original,Local,Automatic,Used,"Malir Halt, Karachi"
Mitsubishi,Ek Wagon,2013,65000,2300000,Petrol,Lahore,Original,Imported,Automatic,Used,"Gulberg 2, Lahore"
Chevrolet,Joy,2006,100000,680000,Petrol,Sindh,Original,Imported,Manual,Used,"Shahdara, Lahore"
Suzuki,Mehran VXR,2015,92000,1030000,Petrol,Karachi,Original,Local,Manual,Used,"Thali Road, Rahimyar Khan"
Toyota,Corolla XLI,2007,120000,1900000,CNG,Lahore,Original,Local,Manual,Used,"Dobian Mardan Road, Mardan"
FAW,V2,2015,150050,1200000,Petrol,Lahore,Original,Local,Manual,Used,"EME Society, Lahore"
Toyota,Corolla XLI,2009,200000,1770000,Petrol,Lahore,Original,Local,Manual,Used,"Al Quresh Housing Scheme, Multan"
Toyota,Passo,2008,98000,1690000,Petrol,Karachi,Original,Imported,Automatic,Used,"North Karachi, Karachi"
Suzuki,Alto,2012,20466,1600000,Petrol,Islamabad,Original,Imported,Automatic,Used,"Sarbilandpura, Peshawar"
Daihatsu,Cuore,2004,80000,650000,Petrol,Lahore,Original,Local,Manual,Used,"China Scheme, Lahore"
Suzuki,Bolan,2013,98000,1120000,Petrol,Islamabad,Original,Local,Manual,Used,"GT Road, Fateh Jang"
Daihatsu,Cuore,2007,85000,725000,Petrol,Karachi,Original,Local,Manual,Used,"Tariq Road, Karachi"
Toyota,Corrolla Altis,2017,58000,4700000,Petrol,Karachi,Original,Local,Automatic,Used,"Clifton, Karachi"
Honda,City IVTEC,2017,55000,2825000,Petrol,Karachi,Original,Local,Manual,Used,"Gulshan-e-Iqbal, Karachi"
